State,Metro,City,Zipcode
FL,"North Port-Sarasota-Bradenton, FL",Bradenton,34203
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85016
MI,"Detroit-Warren-Dearborn, MI",Clinton Township,48035
CA,"Riverside-San Bernardino-Ontario, CA",Jurupa Valley,91752
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91601
WA,"Pullman, WA",Pullman,99163
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91326
WI,"Milwaukee-Waukesha, WI",Waukesha,53188
NY,"Buffalo-Cheektowaga, NY",Buffalo,14225
FL,"Jacksonville, FL",Saint Augustine,32084
MI,"Grand Rapids-Kentwood, MI",Kentwood,49548
MA,"Boston-Cambridge-Newton, MA-NH",Randolph,2368
ID,"Boise City, ID",Nampa,83687
NC,"Charlotte-Concord-Gastonia, NC-SC",Gastonia,28054
KS,"Garden City, KS",Garden City,67846
AZ,"Sierra Vista-Douglas, AZ",Sierra Vista,85635
LA,"New Orleans-Metairie, LA",New Orleans,70122
NC,"Fayetteville, NC",Fayetteville,28304
LA,"Baton Rouge, LA",Baton Rouge,70808
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92139
TX,"Midland, TX",Midland,79707
CA,"Riverside-San Bernardino-Ontario, CA",Moreno Valley,92551
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Boynton Beach,33435
TX,"San Antonio-New Braunfels, TX",San Antonio,78260
NC,"Raleigh-Cary, NC",Raleigh,27609
TN,"Jackson, TN",Jackson,38301
CA,"Los Angeles-Long Beach-Anaheim, CA",Temple City,91780
CO,"Denver-Aurora-Lakewood, CO",Denver,80204
MA,"Boston-Cambridge-Newton, MA-NH",Watertown,2472
NC,"Mount Airy, NC",Mount Airy,27030
WA,"Seattle-Tacoma-Bellevue, WA",Des Moines,98198
CA,"Sacramento-Roseville-Folsom, CA",Sacramento,95660
CA,"Merced, CA",Merced,95341
IN,"Indianapolis-Carmel-Anderson, IN",Noblesville,46062
CA,"San Francisco-Oakland-Berkeley, CA",Pleasant Hill,94523
CA,"Los Angeles-Long Beach-Anaheim, CA",Newport Beach,92660
VA,"Charlottesville, VA",Charlottesville,22901
LA,"Shreveport-Bossier City, LA",Shreveport,71107
TX,"Houston-The Woodlands-Sugar Land, TX",Baytown,77520
PA,"Harrisburg-Carlisle, PA",Harrisburg,17112
IN,"Indianapolis-Carmel-Anderson, IN",Plainfield,46168
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria,22314
NC,"Fayetteville, NC",Fayetteville,28311
CA,"Riverside-San Bernardino-Ontario, CA",Barstow,92311
WA,"Seattle-Tacoma-Bellevue, WA",Everett,98203
NC,"Greensboro-High Point, NC",Asheboro,27205
MD,"Baltimore-Columbia-Towson, MD",Halethorpe,21227
IL,"Decatur, IL",Decatur,62521
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax,22031
GA,"Rome, GA",Rome,30161
IL,"Decatur, IL",Decatur,62526
TX,"Austin-Round Rock-Georgetown, TX",Austin,78717
LA,"Monroe, LA",West Monroe,71291
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lockport,60441
OH,"Dayton-Kettering, OH",Centerville,45458
FL,"North Port-Sarasota-Bradenton, FL",Bradenton,34207
CA,"San Francisco-Oakland-Berkeley, CA",Foster City,94404
WA,"Seattle-Tacoma-Bellevue, WA",,98444
OH,"Athens, OH",Athens,45701
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90062
FL,"Tampa-St. Petersburg-Clearwater, FL",Spring Hill,34608
NC,"Goldsboro, NC",Goldsboro,27530
FL,"Pensacola-Ferry Pass-Brent, FL",,32507
WA,"Seattle-Tacoma-Bellevue, WA",Seatac,98168
SC,"Greenville-Anderson, SC",Easley,29642
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Fair Lawn,7410
NE,"Lincoln, NE",Lincoln,68521
UT,"Provo-Orem, UT",Springville,84663
UT,"Ogden-Clearfield, UT",Kaysville,84037
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85023
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10022
HI,"Kahului-Wailuku-Lahaina, HI",Wailuku,96793
TX,"San Antonio-New Braunfels, TX",San Antonio,78210
CA,"Riverside-San Bernardino-Ontario, CA",Adelanto,92301
WA,"Olympia-Lacey-Tumwater, WA",,98502
NY,"Buffalo-Cheektowaga, NY",Lancaster,14086
TX,"Dallas-Fort Worth-Arlington, TX",Rockwall,75032
CA,"San Francisco-Oakland-Berkeley, CA",Redwood City,94063
CA,"Los Angeles-Long Beach-Anaheim, CA",Lawndale,90260
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,55406
CA,"Los Angeles-Long Beach-Anaheim, CA",San Fernando,91340
CA,"Redding, CA",Redding,96002
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60611
CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield,6824
NY,"Syracuse, NY",Oswego,13126
OH,"Cleveland-Elyria, OH",North Ridgeville,44039
VA,"Richmond, VA",Lakeside,23228
MI,"Detroit-Warren-Dearborn, MI",Sterling Heights,48312
CA,"Los Angeles-Long Beach-Anaheim, CA",Covina,91722
LA,"Ruston, LA",Ruston,71270
MA,"Boston-Cambridge-Newton, MA-NH",Framingham,1701
FL,"Cape Coral-Fort Myers, FL",Cape Coral,33990
CO,"Denver-Aurora-Lakewood, CO",Lakewood,80228
WI,"Racine, WI",Caledonia,53402
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Marietta,30008
NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,28270
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60653
NC,"Asheville, NC",Hendersonville,28792
TN,"Morristown, TN",Morristown,37814
CO,"Denver-Aurora-Lakewood, CO",Lakewood,80227
CA,"San Francisco-Oakland-Berkeley, CA",San Mateo,94401
NC,"Lumberton, NC",Lumberton,28358
FL,"Jacksonville, FL",Jacksonville,32209
KY,"Lexington-Fayette, KY",Lexington,40511
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94114
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Maplewood,55109
MO,"Poplar Bluff, MO",Poplar Bluff,63901
LA,"Shreveport-Bossier City, LA",Bossier City,71112
PA,"Harrisburg-Carlisle, PA",Carlisle,17013
TX,"Dallas-Fort Worth-Arlington, TX",Bedford,76021
FL,"Lakeland-Winter Haven, FL",Bartow,33830
OH,"Cleveland-Elyria, OH",Cleveland,44105
NH,"Concord, NH",Concord,3301
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Coconut Creek,33073
VA,"Richmond, VA",Henrico,23229
FL,"Naples-Marco Island, FL",Naples,34120
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Langhorne,19047
AZ,"Tucson, AZ",Tucson,85741
MO,"St. Louis, MO-IL",Webster Groves,63119
CO,"Denver-Aurora-Lakewood, CO",Federal Heights,80260
VA,"Richmond, VA",Chester,23831
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Spring House,19002
FL,"The Villages, FL",Wildwood,34785
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19141
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami Beach,33141
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,23453
KY,"Louisville/Jefferson County, KY-IN",Louisville,40218
SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,29577
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97266
MN,"Winona, MN",Winona,55987
TX,"Lufkin, TX",Lufkin,75904
TX,"Dallas-Fort Worth-Arlington, TX",Irving,75038
NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,28278
TN,"Johnson City, TN",Elizabethton,37643
AL,"Birmingham-Hoover, AL",Hoover,35244
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85040
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77096
AZ,"Phoenix-Mesa-Chandler, AZ",El Mirage,85335
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92123
PA,"Harrisburg-Carlisle, PA",Harrisburg,17111
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60612
TX,"Amarillo, TX",Amarillo,79107
NY,"New York-Newark-Jersey City, NY-NJ-PA",Smithtown,11787
TN,"Shelbyville, TN",Shelbyville,37160
AR,"Little Rock-North Little Rock-Conway, AR",Sherwood,72120
ID,"Boise City, ID",Boise,83706
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85048
AR,"Little Rock-North Little Rock-Conway, AR",Conway,72032
TX,"Dallas-Fort Worth-Arlington, TX",Arlington,76002
WA,"Seattle-Tacoma-Bellevue, WA",Puyallup,98375
LA,"New Orleans-Metairie, LA",New Orleans,70115
NV,"Las Vegas-Henderson-Paradise, NV",North Las Vegas,89081
FL,"North Port-Sarasota-Bradenton, FL",Bradenton,34209
NH,"Boston-Cambridge-Newton, MA-NH",Derry,3038
KY,"Louisville/Jefferson County, KY-IN",Louisville,40220
CA,"Los Angeles-Long Beach-Anaheim, CA",Santa Ana,92706
IN,"Evansville, IN-KY",Evansville,47714
CO,"Denver-Aurora-Lakewood, CO",Westminster,80021
TX,"Tyler, TX",Tyler,75701
MO,"St. Louis, MO-IL",Arnold,63010
FL,"Deltona-Daytona Beach-Ormond Beach, FL",Daytona Beach,32114
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,30316
IN,"Terre Haute, IN",Terre Haute,47802
NY,"Poughkeepsie-Newburgh-Middletown, NY",Wappingers Falls,12590
NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington Township,8016
NC,"Fayetteville, NC",Hope Mills,28348
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19132
CA,"Modesto, CA",Modesto,95356
WI,"Milwaukee-Waukesha, WI",Shorewood,53211
MI,"Detroit-Warren-Dearborn, MI",Eastpointe,48021
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89130
AZ,"Lake Havasu City-Kingman, AZ",Bullhead City,86442
CA,"Los Angeles-Long Beach-Anaheim, CA",Arcadia,91006
CA,"San Diego-Chula Vista-Carlsbad, CA",Chula Vista,91915
CO,"Colorado Springs, CO",Fountain,80817
WA,"Seattle-Tacoma-Bellevue, WA",Lakewood,98499
CA,"San Francisco-Oakland-Berkeley, CA",Hayward,94545
NY,"New York-Newark-Jersey City, NY-NJ-PA",Merrick,11566
VA,"Richmond, VA",Richmond,23220
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77038
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77017
OH,"Columbus, OH",Lewis Center,43035
CA,"Los Angeles-Long Beach-Anaheim, CA",Compton,90222
IN,"Muncie, IN",Muncie,47304
FL,"Cape Coral-Fort Myers, FL",Cape Coral,33909
GA,"Macon-Bibb County, GA",Macon,31210
TN,"Cleveland, TN",Cleveland,37312
SC,"Spartanburg, SC",Inman,29349
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Hybla Valley,22306
CA,"Redding, CA",Redding,96001
CO,"Denver-Aurora-Lakewood, CO",Denver,80205
PA,"Altoona, PA",Altoona,16601
MD,"Baltimore-Columbia-Towson, MD",Laurel,20723
TX,"Huntsville, TX",Huntsville,77320
CA,"Los Angeles-Long Beach-Anaheim, CA",Monterey Park,91754
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Peachtree Corners,30092
GA,"Dalton, GA",Chatsworth,30705
CA,"Los Angeles-Long Beach-Anaheim, CA",Pomona,91768
IL,"Bloomington, IL",Bloomington,61704
FL,"Lakeland-Winter Haven, FL",Lakeland,33803
IN,"Indianapolis-Carmel-Anderson, IN",Indianapolis,46239
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19152
OH,"Canton-Massillon, OH",Alliance,44601
MI,"Flint, MI",Davison,48423
FL,"Punta Gorda, FL",Port Charlotte,33952
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77092
CO,"Denver-Aurora-Lakewood, CO",Arvada,80004
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Coon Rapids,55433
NY,"Rochester, NY",Rochester,14612
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11422
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Prior Lake,55372
MI,"Detroit-Warren-Dearborn, MI",Sterling Heights,48313
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",West Palm Beach,33407
IL,"St. Louis, MO-IL",Collinsville,62234
MI,"Detroit-Warren-Dearborn, MI",Macomb,48042
WA,"Kennewick-Richland, WA",Kennewick,99337
MT,"Butte-Silver Bow, MT",Butte,59701
IA,"Omaha-Council Bluffs, NE-IA",Council Bluffs,51501
MD,"Baltimore-Columbia-Towson, MD",Baltimore,21212
WI,"Milwaukee-Waukesha, WI",Milwaukee,53219
MD,"Baltimore-Columbia-Towson, MD",Brooklyn Park,21225
GA,"Savannah, GA",Savannah,31406
OH,"Columbus, OH",Upper Arlington,43221
OH,"Cleveland-Elyria, OH",Westlake,44145
CA,"San Diego-Chula Vista-Carlsbad, CA",La Mesa,91941
FL,"Lakeland-Winter Haven, FL",Winter Haven,33884
OH,"Columbus, OH",Columbus,43201
CT,"Bridgeport-Stamford-Norwalk, CT",Stratford,6614
MI,"Grand Rapids-Kentwood, MI",East Grand Rapids,49506
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Pompano Beach,33060
CA,"Los Angeles-Long Beach-Anaheim, CA",Culver City,90230
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Hyattsville,20782
NC,"Charlotte-Concord-Gastonia, NC-SC",Statesville,28677
CA,"Riverside-San Bernardino-Ontario, CA",Wildomar,92595
FL,"North Port-Sarasota-Bradenton, FL",Sarasota,34232
GA,"Savannah, GA",Savannah,31404
TX,"San Antonio-New Braunfels, TX",Helotes,78023
OR,"Salem, OR",Salem,97304
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Conyers,30094
NY,"New York-Newark-Jersey City, NY-NJ-PA",Baldwin,11510
WA,"Seattle-Tacoma-Bellevue, WA",Auburn,98002
WI,"Green Bay, WI",Green Bay,54311
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10010
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester,19013
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Orange,7050
CA,"Ukiah, CA",Ukiah,95482
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97217
MI,"Detroit-Warren-Dearborn, MI",Dearborn,48124
LA,"New Orleans-Metairie, LA",Westwego,70094
CA,"Fresno, CA",Fresno,93703
FL,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,32909
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89142
TX,"Austin-Round Rock-Georgetown, TX",Austin,78749
FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,33710
WA,"Kennewick-Richland, WA",Richland,99352
CA,"Sacramento-Roseville-Folsom, CA",Galt,95632
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90008
MI,"Grand Rapids-Kentwood, MI",Grand Rapids,49505
OH,"Cincinnati, OH-KY-IN",Milford,45150
WI,"Milwaukee-Waukesha, WI",West Allis,53214
NC,"Wilmington, NC",Wilmington,28405
CO,"Denver-Aurora-Lakewood, CO",Parker,80138
CA,"Los Angeles-Long Beach-Anaheim, CA",San Dimas,91773
MI,"Detroit-Warren-Dearborn, MI",Royal Oak,48073
WA,"Ellensburg, WA",Ellensburg,98926
FL,"Naples-Marco Island, FL",Immokalee,34142
TX,,Livingston,77351
TN,"Sevierville, TN",,37876
CA,"Salinas, CA",Seaside,93955
WV,"Beckley, WV",Beckley,25801
AR,"Fayetteville-Springdale-Rogers, AR",Fayetteville,72703
MI,"Lansing-East Lansing, MI",Lansing,48910
CO,"Denver-Aurora-Lakewood, CO",Castle Rock,80104
NH,"Manchester-Nashua, NH",Manchester,3104
OH,"Columbus, OH",Columbus,43219
DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Newark,19713
CA,"Modesto, CA",Oakdale,95361
IN,"Indianapolis-Carmel-Anderson, IN",Indianapolis,46241
IL,"Rockford, IL",Belvidere,61008
MD,"Hagerstown-Martinsburg, MD-WV",Paramount-Long Meadow,21742
CA,"Los Angeles-Long Beach-Anaheim, CA",Torrance,90504
OH,"Akron, OH",Ravenna,44266
FL,"Crestview-Fort Walton Beach-Destin, FL",Fort Walton Beach,32547
WA,"Seattle-Tacoma-Bellevue, WA",Bothell,98021
NC,"Winston-Salem, NC",Winston-Salem,27103
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95126
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Culpeper,22701
FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,33611
FL,"Lakeland-Winter Haven, FL",Lakeland,33813
CA,"Merced, CA",Merced,95348
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Morrow,30260
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Elk Grove Village,60007
IN,"South Bend-Mishawaka, IN-MI",Mishawaka,46544
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77045
FL,"Crestview-Fort Walton Beach-Destin, FL",,32578
TX,"Austin-Round Rock-Georgetown, TX",Bastrop,78602
CA,"Riverside-San Bernardino-Ontario, CA",Redlands,92373
VA,"Richmond, VA",Bon Air,23235
CA,"Los Angeles-Long Beach-Anaheim, CA",Pasadena,91107
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Century Village,33417
PA,"Reading, PA",Reading,19601
IA,"Ames, IA",Ames,50010
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Lake Worth Beach,33462
CA,"Los Angeles-Long Beach-Anaheim, CA",La Verne,91750
CA,"Los Angeles-Long Beach-Anaheim, CA",Arcadia,91007
PA,"Pittsburgh, PA",Pittsburgh,15235
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Aventura,33180
NY,"New York-Newark-Jersey City, NY-NJ-PA",Yonkers,10704
CA,"Stockton, CA",Tracy,95377
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77047
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Brooklyn Park,55443
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92103
IL,"Galesburg, IL",Galesburg,61401
NC,"Charlotte-Concord-Gastonia, NC-SC",Indian Trail,28104
MD,"Baltimore-Columbia-Towson, MD",Annapolis,21403
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Oak Park,60302
TX,"McAllen-Edinburg-Mission, TX",Mercedes,78570
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Skokie,60076
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60631
PA,"Lancaster, PA",Ephrata,17522
TX,"College Station-Bryan, TX",Bryan,77803
FL,"Lakeland-Winter Haven, FL",Auburndale,33823
IN,"Elkhart-Goshen, IN",Goshen,46526
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Dawsonville,30534
TX,"Dallas-Fort Worth-Arlington, TX",Pantego,76013
NC,"Sanford, NC",Sanford,27332
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Pompano Beach,33069
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Frankfort,60423
MI,"Detroit-Warren-Dearborn, MI",Detroit,48234
CO,"Denver-Aurora-Lakewood, CO",Lakewood,80226
WA,"Spokane-Spokane Valley, WA",Spokane,99223
CO,"Denver-Aurora-Lakewood, CO",Thornton,80241
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94102
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Elizabeth,7208
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Blaine,55434
TX,"Huntsville, TX",Huntsville,77340
TX,"Dallas-Fort Worth-Arlington, TX",Southlake,76092
TX,"Houston-The Woodlands-Sugar Land, TX",Stafford,77477
TX,"El Paso, TX",El Paso,79904
FL,"Tampa-St. Petersburg-Clearwater, FL",Land O Lakes,34638
AZ,"Tucson, AZ",Tucson,85704
WI,"Madison, WI",Madison,53719
MI,"Saginaw, MI",Saginaw,48601
IN,"Bloomington, IN",Bloomington,47403
MN,"Bemidji, MN",Bemidji,56601
WA,"Seattle-Tacoma-Bellevue, WA",Everett,98201
CA,"Riverside-San Bernardino-Ontario, CA",Banning,92220
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,23505
MT,"Helena, MT",Helena,59601
IN,"Chicago-Naperville-Elgin, IL-IN-WI",Hobart,46342
TN,"McMinnville, TN",McMinnville,37110
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Niles,60714
FL,"Jacksonville, FL",Jacksonville,32208
CA,"Los Angeles-Long Beach-Anaheim, CA",Whittier,90601
MO,"Springfield, MO",Ozark,65721
CA,"San Francisco-Oakland-Berkeley, CA",Richmond,94801
CA,"Los Angeles-Long Beach-Anaheim, CA",West Covina,91791
NY,"New York-Newark-Jersey City, NY-NJ-PA",Farmingdale,11735
CA,"Los Angeles-Long Beach-Anaheim, CA",Lakewood,90712
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fountainbleau,33174
NC,"Raleigh-Cary, NC",Cary,27511
NE,"Omaha-Council Bluffs, NE-IA",Omaha,68116
OH,"Toledo, OH",Toledo,43613
WY,"Cheyenne, WY",Cheyenne,82009
WI,"Milwaukee-Waukesha, WI",Waukesha,53186
TX,"Houston-The Woodlands-Sugar Land, TX",Conroe,77301
PA,"Chambersburg-Waynesboro, PA",Chambersburg,17202
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94115
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60636
SC,"Greenville-Anderson, SC",Greenville,29609
IA,"Des Moines-West Des Moines, IA",West Des Moines,50266
MO,"St. Louis, MO-IL",Lemay,63125
FL,"Key West, FL",Key West,33040
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Brick,8723
RI,"Providence-Warwick, RI-MA",Coventry,2816
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95118
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97211
FL,"North Port-Sarasota-Bradenton, FL",Sarasota,34231
UT,"Provo-Orem, UT",Orem,84058
FL,"Tampa-St. Petersburg-Clearwater, FL",Palm Harbor,34683
SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Murrells Inlet,29576
CT,"Hartford-East Hartford-Middletown, CT",Southington,6489
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Marietta,30068
AR,"Little Rock-North Little Rock-Conway, AR",Little Rock,72209
AZ,"Phoenix-Mesa-Chandler, AZ",Surprise,85388
MA,"Boston-Cambridge-Newton, MA-NH",Franklin,2038
SC,"Charleston-North Charleston, SC",North Charleston,29406
OK,"Oklahoma City, OK",Oklahoma City,73159
CA,"Riverside-San Bernardino-Ontario, CA",Corona,92883
CA,"Los Angeles-Long Beach-Anaheim, CA",Long Beach,90807
IL,"St. Louis, MO-IL",Edwardsville,62025
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Garfield,7026
CA,"San Luis Obispo-Paso Robles, CA",Arroyo Grande,93420
CA,"Sacramento-Roseville-Folsom, CA",Roseville,95661
WA,"Bellingham, WA",Bellingham,98229
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,20016
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85020
OR,"Klamath Falls, OR",Klamath Falls,97603
OR,"Eugene-Springfield, OR",Eugene,97404
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Chaska,55318
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,20010
MA,"Boston-Cambridge-Newton, MA-NH",Boston,2125
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75229
CA,"Bakersfield, CA",Ridgecrest,93555
NY,"Albany-Schenectady-Troy, NY",Ballston Spa,12020
FL,"Orlando-Kissimmee-Sanford, FL",Orlando,32826
CA,"San Francisco-Oakland-Berkeley, CA",Emeryville,94608
ID,"Coeur d'Alene, ID",Coeur d'Alene,83815
CO,"Denver-Aurora-Lakewood, CO",Castle Pines,80108
TX,"Longview, TX",Longview,75605
CA,"Modesto, CA",Modesto,95358
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97213
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Libertyville,60048
NY,"Utica-Rome, NY",Utica,13502
MI,"Midland, MI",Midland,48642
NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,28217
CA,"San Francisco-Oakland-Berkeley, CA",Mill Valley,94941
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Fridley,55432
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77076
LA,"Shreveport-Bossier City, LA",Shreveport,71106
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Waldorf,20603
MI,"Detroit-Warren-Dearborn, MI",West Bloomfield,48322
CO,"Grand Junction, CO",Grand Junction,81504
WA,"Seattle-Tacoma-Bellevue, WA",Maple Valley,98038
OH,"Cleveland-Elyria, OH",Cleveland Heights,44121
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90029
GA,"Columbus, GA-AL",Columbus,31904
AR,"Fort Smith, AR-OK",Van Buren,72956
SC,"Augusta-Richmond County, GA-SC",North Augusta,29841
CA,"Visalia, CA",Dinuba,93618
MO,"Sedalia, MO",Sedalia,65301
FL,"Tallahassee, FL",Tallahassee,32301
TX,"Dallas-Fort Worth-Arlington, TX",Haltom City,76117
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Sterling,20165
SC,"Greenville-Anderson, SC",Simpsonville,29680
FL,"Jacksonville, FL",Jacksonville,32258
NY,"Rochester, NY",Pittsford,14534
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Hialeah,33013
CO,"Greeley, CO",Windsor,80550
CA,"Stockton, CA",,95219
CO,"Boulder, CO",Louisville,80027
OK,"Tulsa, OK",Tulsa,74136
CA,"Sacramento-Roseville-Folsom, CA",Orangevale,95662
TX,"San Antonio-New Braunfels, TX",San Antonio,78229
CA,"San Francisco-Oakland-Berkeley, CA",Oakland,94602
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11417
CA,"Los Angeles-Long Beach-Anaheim, CA",Burbank,91505
FL,"Tampa-St. Petersburg-Clearwater, FL",New Port Richey,34653
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,55408
FL,"Tallahassee, FL",Tallahassee,32309
